2026-02-04 20:53:30.723 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- 404 https://cdccreditsmart.com/api/apk/auth (462ms)
2026-02-04 20:53:30.724 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-credentials: true
2026-02-04 20:53:30.724 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-headers: Origin, X-Requested-With, Content-Type, Accept, Authorization, x-client-key, x-client-token, x-client-secret, cache-control
2026-02-04 20:53:30.724 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-methods: GET, POST, PUT, PATCH, DELETE, OPTIONS
2026-02-04 20:53:30.724 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-origin: *
2026-02-04 20:53:30.724 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-max-age: 86400
2026-02-04 20:53:30.724 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-length: 137
2026-02-04 20:53:30.724 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-security-policy: default-src 'self'; script-src 'self' 'unsafe-inline' 'unsafe-eval' https://replit.com; style-src 'self' 'unsafe-inline' https://replit.com; img-src 'self' data: https:; font-src 'self' data: https://replit.com; connect-src 'self';
2026-02-04 20:53:30.724 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-type: application/json; charset=utf-8
2026-02-04 20:53:30.724 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  date: Wed, 04 Feb 2026 23:53:30 GMT
2026-02-04 20:53:30.724 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  etag: W/"89-y+bdn7O+U8772O41KAlg4H9kc8U"
2026-02-04 20:53:30.725 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  permissions-policy: geolocation=(), microphone=(), camera=()
2026-02-04 20:53:30.725 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  referrer-policy: strict-origin-when-cross-origin
2026-02-04 20:53:30.725 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=63072000; includeSubDomains
2026-02-04 20:53:30.725 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=31536000; includeSubDomains
2026-02-04 20:53:30.725 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-anti-fraud-protection: active
2026-02-04 20:53:30.725 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-enabled: false
2026-02-04 20:53:30.725 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-status: disabled-for-stability
2026-02-04 20:53:30.725 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-content-type-options: nosniff
2026-02-04 20:53:30.725 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-financial-data-protection: enabled
2026-02-04 20:53:30.725 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-frame-options: DENY
2026-02-04 20:53:30.726 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-transaction-security-level: maximum
2026-02-04 20:53:30.726 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-xss-protection: 1; mode=block
2026-02-04 20:53:30.726 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  via: 1.1 google
2026-02-04 20:53:30.726 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  alt-svc: h3=":443"; ma=2592000,h3-29=":443"; ma=2592000
2026-02-04 20:53:30.727 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  {"error":"Token inválido ou dispositivo não encontrado","tokenProvided":"XUNB****","hint":"Verifique se a venda foi finalizada no PDV"}
2026-02-04 20:53:30.727 20415-26186 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- END HTTP (137-byte body)
2026-02-04 20:53:30.728 20415-20415 PairingViewModel        com.cdccreditsmart.app               D  ⏳ Auto-polling: Venda ainda não concluída (HTTP 404), continuando polling...
2026-02-04 20:53:30.959 20415-26170 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- 404 https://cdccreditsmart.com/api/apk/auth (434ms)
2026-02-04 20:53:30.959 20415-26170 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-credentials: true
2026-02-04 20:53:30.959 20415-26170 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-headers: Origin, X-Requested-With, Content-Type, Accept, Authorization, x-client-key, x-client-token, x-client-secret, cache-control
2026-02-04 20:53:30.960 20415-26170 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-methods: GET, POST, PUT, PATCH, DELETE, OPTIONS
2026-02-04 20:53:30.960 20415-26170 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-origin: *
2026-02-04 20:53:30.960 20415-26170 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-max-age: 86400
2026-02-04 20:53:30.960 20415-26170 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-length: 137
2026-02-04 20:53:30.960 20415-26170 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-security-policy: default-src 'self'; script-src 'self' 'unsafe-inline' 'unsafe-eval' https://replit.com; style-src 'self' 'unsafe-inline' https://replit.com; img-src 'self' data: https:; font-src 'self' data: https://replit.com; connect-src 'self';
2026-02-04 20:53:30.960 20415-26170 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-type: application/json; charset=utf-8
2026-02-04 20:53:30.960 20415-26170 okhttp.OkHttpClient     com.cdccreditsmart.app               I  date: Wed, 04 Feb 2026 23:53:30 GMT
